                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                0.64995,                0.81018,                 1.0077,                      0,                      0,                      0,                      0,                      0,                 273.28,                      0,             0.00044563,             0.00044563,             0.00044563
                     28,                0.68094,                0.82084,                 1.0054,                      0,                      0,                      0,                      0,                      0,                 295.08,                      0,             0.00041469,             0.00041469,             0.00041469
                     29,                 0.6433,                0.79433,                 1.0034,                      0,                      0,                      0,                      0,                      0,                 276.48,                      0,             0.00038375,             0.00038375,             0.00038375
                     30,                 0.6393,                0.82132,                0.98401,                      0,                      0,                      0,                      0,                      0,                 233.29,                      0,             0.00035281,             0.00035281,             0.00035281
                     31,                0.44406,                 0.7907,                0.87768,                      0,                      0,                      0,                      0,                      0,                 159.13,                      0,             0.00032188,             0.00032188,             0.00032188
                     32,                0.46282,                0.83657,                0.86724,                      0,                      0,                      0,                      0,                      0,                 139.15,                      0,             0.00029094,             0.00029094,             0.00029094
                     33,                  0.471,                0.81644,                0.85774,                      0,                      0,                      0,                      0,                      0,                  189.1,                      0,                0.00026,                0.00026,                0.00026
                     34,                0.44031,                0.71081,                0.84897,                      0,                      0,                      0,                      0,                      0,                 287.92,                      0,             0.00022906,             0.00022906,             0.00022906
                     35,                0.41049,                0.65979,                0.85684,                      0,                      0,                      0,                      0,                      0,                 348.51,                      0,             0.00019813,             0.00019813,             0.00019813
                     36,                0.46486,                0.69731,                0.84699,                      0,                      0,                      0,                      0,                      0,                 351.02,                      0,             0.00016719,             0.00016719,             0.00016719
                     37,                0.39983,                0.65158,                0.82935,                      0,                      0,                      0,                      0,                      0,                 330.12,                      0,             0.00013625,             0.00013625,             0.00013625
                     38,                0.39297,                0.63807,                0.83066,                      0,                      0,                      0,                      0,                      0,                 305.74,                      0,             0.00010531,             0.00010531,             0.00010531
                     39,                0.41225,                0.61842,                0.85487,                      0,                      0,                      0,                      0,                      0,                 298.24,                      0,             7.4375e-05,             7.4375e-05,             7.4375e-05
                     40,                 0.4113,                0.64851,                 0.8357,                      0,                      0,                      0,                      0,                      0,                 301.55,                      0,             4.3438e-05,             4.3438e-05,             4.3438e-05
